UniqueID,_id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
454,600f48900a720f0535000042,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-25 22:39:12,2021-01-25 22:39:12,2021-01-25 22:39:13,2021-01-25 22:39:13,2021-01-25 22:39:13,50.0,2021-01-24 22:39:12,1.0,FINISHED,1.0,600f47f06fd0dc1768a34a12
455,600ed4910a7214ada2000018,5.0,All-receipts receipt bonus,2021-01-25 14:24:17,2021-01-25 14:24:17,2021-01-25 14:24:18,2021-01-25 14:24:18,2021-01-25 14:24:18,5.0,2021-01-20 06:00:00,5.0,FINISHED,25.0,600ed42e43298911ce45d1fa
456,600f48880a7214ada2000044,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-25 22:39:04,2021-01-25 22:39:04,2021-01-25 22:39:04,2021-01-25 22:39:04,2021-01-25 22:39:04,50.0,2021-01-09 22:39:04,1.0,FINISHED,1.0,600f47f06fd0dc1768a34a12
457,600f01310a7214ada2000027,Null,Null,2021-01-25 17:34:41,2021-01-25 17:34:41,2021-01-25 17:34:41,2021-01-25 17:34:41,2021-01-25 17:34:41,250.0,2021-01-22 06:00:00,5.0,FINISHED,49.95,600f008f4329897eac237bd8
458,600f012a0a7214ada2000024,5.0,All-receipts receipt bonus,2021-01-25 17:34:34,2021-01-25 17:34:34,2021-01-25 17:34:34,2021-01-25 17:34:34,2021-01-25 17:34:34,5.0,2021-01-24 17:34:34,1.0,FINISHED,10.0,600f008f4329897eac237bd8
459,600f485e0a720f053500003b,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-25 22:38:22,2021-01-25 22:38:22,2021-01-25 22:38:22,2021-01-25 22:38:22,2021-01-25 22:38:22,750.0,2021-01-11 00:00:00,5.0,FINISHED,49.95,600f47f06fd0dc1768a34a12
460,600f41e40a7214ada2000033,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-25 22:10:44,2021-01-25 22:10:44,2021-01-25 22:10:45,2021-01-25 22:10:45,2021-01-25 22:10:45,305.0,2021-01-09 22:10:44,1.0,FINISHED,1.0,600f41b2bd196811e68ea219
461,600f41fb0a720f0535000036,5.0,All-receipts receipt bonus,2021-01-25 22:11:07,2021-01-25 22:11:07,2021-01-25 22:11:08,2021-01-25 22:11:08,2021-01-25 22:11:08,5.0,2021-01-24 22:11:07,1.0,FINISHED,1.0,54943462e4b07e684157a532
462,600edb570a720f053500001d,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-25 14:53:11,2021-01-25 14:53:11,2021-01-25 15:00:21,2021-01-25 15:01:49,2021-01-25 15:00:21,487.7,2021-01-25 00:00:00,161.0,FINISHED,715.23,600ed95043298911ce45e82c
463,600fb2160a7214ada2000053,Null,Null,2021-01-26 06:09:26,2021-01-26 06:09:26,2021-01-26 06:09:26,2021-01-26 06:09:26,2021-01-26 06:09:26,125.0,2021-01-21 06:00:00,5.0,FINISHED,25.0,600fb1ac73c60b12049027bb
464,600fb2030a7214ada2000050,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 06:09:07,2021-01-26 06:09:07,2021-01-26 06:09:07,2021-01-26 06:09:07,2021-01-26 06:09:07,323.6,2021-01-25 06:09:07,4.0,FINISHED,4.66,600fb1ac73c60b12049027bb
465,600fb1e90a720f0535000049,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-26 06:08:41,2021-01-26 06:08:41,2021-01-26 06:08:42,2021-01-26 06:08:42,2021-01-26 06:08:42,50.0,2021-01-25 06:08:41,1.0,FINISHED,1.0,54943462e4b07e684157a532
466,600fb2170a720f053500004e,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-26 06:09:27,2021-01-26 06:09:27,2021-01-26 06:09:28,2021-01-26 06:09:28,2021-01-26 06:09:28,50.0,2021-01-10 06:09:27,1.0,FINISHED,1.0,600fb1ac73c60b12049027bb
467,600fb21f0a7214ada2000056,5.0,All-receipts receipt bonus,2021-01-26 06:09:35,2021-01-26 06:09:35,2021-01-26 06:09:35,2021-01-26 06:09:35,2021-01-26 06:09:35,5.0,2021-01-25 06:09:35,1.0,FINISHED,1.0,600fb1ac73c60b12049027bb
468,60107e3b0a720f0535000051,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 20:40:27,2021-01-26 20:40:27,Null,2021-01-26 20:40:29,Null,500.0,2020-12-30 00:00:00,2.0,REJECTED,34.96,5fbc35711d967d1222cbfefc
469,600f39c30a7214ada2000030,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-25 21:36:03,2021-01-25 21:36:03,2021-01-26 03:06:03,2021-01-26 03:07:40,2021-01-26 03:06:03,7137.2,2021-01-24 00:00:00,670.0,FINISHED,4721.95,600f35015edb782098e2ac1b
470,600fb2130a7214ada2000052,5.0,All-receipts receipt bonus,2021-01-26 06:09:23,2021-01-26 06:09:23,2021-01-26 06:09:24,2021-01-26 06:09:24,2021-01-26 06:09:24,5.0,2021-01-25 06:09:23,1.0,FINISHED,10.0,600fb1ac73c60b12049027bb
471,600fb1e80a7214ada200004e,5.0,All-receipts receipt bonus,2021-01-26 06:08:40,2021-01-26 06:08:40,2021-01-26 06:08:41,2021-01-26 06:08:41,2021-01-26 06:08:41,5.0,2021-01-25 06:08:40,1.0,FINISHED,1.0,54943462e4b07e684157a532
472,600fb2190a7214ada2000054,5.0,All-receipts receipt bonus,2021-01-26 06:09:29,2021-01-26 06:09:29,2021-01-26 06:09:29,2021-01-26 06:09:29,2021-01-26 06:09:29,5.0,2021-01-25 06:09:29,1.0,FINISHED,1.0,600fb1ac73c60b12049027bb
473,600fb1e60a720f0535000048,5.0,All-receipts receipt bonus,2021-01-26 06:08:38,2021-01-26 06:08:38,2021-01-26 06:08:38,2021-01-26 06:08:38,2021-01-26 06:08:38,1205.0,2021-01-25 06:08:38,1.0,FINISHED,1.0,54943462e4b07e684157a532
474,60108a5b0a7214ada2000057,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 21:32:11,2021-01-26 21:32:11,Null,2021-01-26 21:32:12,Null,500.0,2020-12-30 00:00:00,2.0,REJECTED,34.96,5fbc35711d967d1222cbfefc
475,600fb1e50a7214ada200004d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 06:08:37,2021-01-26 06:08:37,2021-01-26 06:08:37,2021-01-26 06:08:37,2021-01-26 06:08:37,755.0,2021-01-25 06:08:37,1.0,FINISHED,1.0,600fb1e4a4b74c120bd18777
476,600fb21a0a720f053500004f,5.0,All-receipts receipt bonus,2021-01-26 06:09:30,2021-01-26 06:09:30,2021-01-26 06:09:30,2021-01-26 06:09:30,2021-01-26 06:09:30,5.0,2021-01-23 06:00:00,5.0,FINISHED,49.95,600fb1ac73c60b12049027bb
477,600fb2150a720f053500004d,Null,Null,2021-01-26 06:09:25,2021-01-26 06:09:25,2021-01-26 06:09:26,2021-01-26 06:09:26,2021-01-26 06:09:26,125.0,2021-01-23 06:00:00,5.0,FINISHED,25.0,600fb1ac73c60b12049027bb
478,600fb1d80a7214ada200004b,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 06:08:24,2021-01-26 06:08:24,2021-01-26 06:08:27,2021-01-26 06:08:27,2021-01-26 06:08:27,750.0,2021-01-21 06:00:00,5.0,FINISHED,49.95,600fb1ac73c60b12049027bb
479,600fb2110a720f053500004c,27.0,COMPLETE_PARTNER_RECEIPT,2021-01-26 06:09:21,2021-01-26 06:09:21,2021-01-26 06:09:21,2021-01-26 06:09:21,2021-01-26 06:09:21,50.6,2021-01-25 06:09:21,4.0,FINISHED,4.66,600fb1ac73c60b12049027bb
480,600fb1dc0a720f0535000046,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 06:08:28,2021-01-26 06:08:28,2021-01-26 06:08:29,2021-01-26 06:08:29,2021-01-26 06:08:29,750.0,2021-01-12 00:00:00,5.0,FINISHED,49.95,600fb1ac73c60b12049027bb
481,600fb21d0a720f0535000050,5.0,All-receipts receipt bonus,2021-01-26 06:09:33,2021-01-26 06:09:33,2021-01-26 06:09:34,2021-01-26 06:09:34,2021-01-26 06:09:34,5.0,2021-01-15 06:00:00,5.0,FINISHED,49.95,600fb1ac73c60b12049027bb
482,600fb1ec0a7214ada200004f,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 06:08:44,2021-01-26 06:08:44,2021-01-26 06:08:44,2021-01-26 06:08:44,2021-01-26 06:08:44,755.0,2021-01-25 06:08:44,1.0,FINISHED,1.0,600fb1ec73c60b1204902af4
483,600fb1e00a7214ada200004c,5.0,All-receipts receipt bonus,2021-01-26 06:08:32,2021-01-26 06:08:32,2021-01-26 06:08:33,2021-01-26 06:08:33,2021-01-26 06:08:33,5.0,2021-01-13 06:08:32,1.0,FINISHED,1.0,54943462e4b07e684157a532
484,600fb2060a720f053500004b,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 06:09:10,2021-01-26 06:09:10,2021-01-26 06:09:10,2021-01-26 06:09:10,2021-01-26 06:09:10,200.0,2021-01-25 06:09:10,9.0,FINISHED,89.91,600fb1ac73c60b12049027bb
485,600fb21c0a7214ada2000055,Null,Null,2021-01-26 06:09:32,2021-01-26 06:09:32,2021-01-26 06:09:32,2021-01-26 06:09:32,2021-01-26 06:09:32,250.0,2021-01-23 06:00:00,5.0,FINISHED,49.95,600fb1ac73c60b12049027bb
486,600fb1e20a720f0535000047,5.0,All-receipts receipt bonus,2021-01-26 06:08:34,2021-01-26 06:08:34,2021-01-26 06:08:35,2021-01-26 06:08:35,2021-01-26 06:08:35,5.0,2021-01-13 06:08:34,1.0,FINISHED,1.0,54943462e4b07e684157a532
487,600fb1fd0a720f053500004a,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 06:09:01,2021-01-26 06:09:01,2021-01-26 06:09:02,2021-01-26 06:09:02,2021-01-26 06:09:02,250.0,2021-01-11 00:00:00,10.0,FINISHED,10.0,600fb1ac73c60b12049027bb
488,600fb20b0a7214ada2000051,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-26 06:09:15,2021-01-26 06:09:15,2021-01-26 06:09:16,2021-01-26 06:09:16,2021-01-26 06:09:16,400.0,2021-01-26 06:09:15,1.0,FINISHED,9.99,600fb1ac73c60b12049027bb
489,6011f39c0a720f05350000b4,5.0,All-receipts receipt bonus,2021-01-27 23:13:32,2021-01-27 23:13:32,2021-01-27 23:13:38,2021-01-27 23:13:38,2021-01-27 23:13:32,5.0,2021-01-26 23:13:31,2.0,FINISHED,1.0,6011f31ea4b74c18d3a8c476
490,6010bdfa0a7214ada200005a,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 01:12:26,2021-01-27 01:12:26,2021-01-27 01:27:29,2021-01-27 01:27:29,2021-01-27 01:12:28,250.0,2021-01-26 00:00:00,5.0,FINISHED,50.0,6010bddaa4b74c120bd19dfb
491,6010be200a7214ada200005e,5.0,All-receipts receipt bonus,2021-01-27 01:13:04,2021-01-27 01:13:04,2021-01-27 01:13:05,2021-01-27 01:13:05,2021-01-27 01:13:05,5.0,2021-01-26 01:13:04,1.0,FINISHED,1.0,54943462e4b07e684157a532
492,6011f3490a7214ada200010e,5.0,All-receipts receipt bonus,2021-01-27 23:12:09,2021-01-27 23:12:09,2021-01-27 23:12:11,2021-01-27 23:12:15,2021-01-27 23:12:11,10199.8,2021-01-26 23:12:09,2.0,FINISHED,11.0,6011f31ea4b74c18d3a8c476
493,60118c0f0a7214ada200007e,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 15:51:43,2021-01-27 15:51:43,2021-01-27 15:51:44,2021-01-27 15:51:48,2021-01-27 15:51:44,850.0,2021-01-27 00:00:00,4.0,FINISHED,21.0,60118c0fa4b74c18d3a8c151
494,60118bea0a720f0535000064,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 15:51:06,2021-01-27 15:51:06,2021-01-27 15:51:07,2021-01-27 15:51:12,2021-01-27 15:51:07,4850.0,2021-01-26 15:51:06,1.0,FINISHED,3.25,60118beaa4b74c18d3a8c0f8
495,60118c150a720f053500006d,5.0,All-receipts receipt bonus,2021-01-27 15:51:49,2021-01-27 15:51:49,2021-01-27 15:51:50,2021-01-27 15:51:54,2021-01-27 15:51:50,5.0,2021-01-27 00:00:00,4.0,FINISHED,25.0,60118c0fa4b74c18d3a8c151
496,6010be3f0a7214ada2000063,5.0,All-receipts receipt bonus,2021-01-27 01:13:35,2021-01-27 01:13:35,2021-01-27 01:13:36,2021-01-27 01:13:36,2021-01-27 01:13:36,5.0,2021-01-27 01:13:35,1.0,FINISHED,2.23,6010bddaa4b74c120bd19dfb
497,6010bdf60a7214ada2000059,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 01:12:22,2021-01-27 01:12:22,2021-01-27 01:12:24,2021-01-27 01:12:28,2021-01-27 01:12:24,5850.0,2021-01-26 01:12:22,1.0,FINISHED,3.25,6010bdf673c60b120490404e
498,60118c3b0a7214ada2000089,Null,Null,2021-01-27 15:52:27,2021-01-27 15:52:27,Null,2021-01-27 15:52:28,Null,Null,2017-10-30 00:00:00,3.0,REJECTED,3.0,60118bcfa4b74c18d3a8c0d7
499,6010be5a0a720f053500005a,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-27 01:14:02,2021-01-27 01:14:02,2021-01-27 01:14:02,2021-01-27 01:14:02,2021-01-27 01:14:02,25.0,2021-01-26 01:14:02,1.0,FINISHED,1.0,6010bddaa4b74c120bd19dfb
500,6011f4380a720f05350000b9,5.0,All-receipts receipt bonus,2021-01-27 23:16:08,2021-01-27 23:16:08,Null,2021-01-27 23:16:09,2021-01-27 23:16:09,5.0,2021-01-26 23:16:08,1.0,FLAGGED,1.0,6011f31ea4b74c18d3a8c476
501,6010be180a7214ada200005d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 01:12:56,2021-01-27 01:12:56,Null,2021-01-27 01:12:57,2021-01-27 01:12:56,750.0,2021-01-26 01:12:56,1.0,FLAGGED,1.0,6010be18a4b74c120bd19e43
502,6010bdef0a720f0535000053,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 01:12:15,2021-01-27 01:12:15,2021-01-27 01:12:17,2021-01-27 01:12:22,2021-01-27 01:12:17,760.0,2021-01-26 01:12:15,1.0,FINISHED,1.0,6010bddaa4b74c120bd19dfb
503,6010bdfd0a720f0535000055,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 01:12:29,2021-01-27 01:12:29,2021-01-27 01:12:32,2021-01-27 01:12:32,2021-01-27 01:12:31,400.0,2021-01-20 00:00:00,1.0,FINISHED,10.0,6010bddaa4b74c120bd19dfb
504,6010be0a0a7214ada200005b,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 01:12:42,2021-01-27 01:12:42,2021-01-27 01:12:43,2021-01-27 01:12:43,2021-01-27 01:12:43,250.0,2021-01-20 00:00:00,1.0,FINISHED,10.0,6010bddaa4b74c120bd19dfb
505,5fa8d5790a7214adc30001c4,5.0,All-receipts receipt bonus,2020-11-09 05:36:57,2020-11-09 05:36:57,2021-01-27 01:28:21,2021-01-27 01:28:21,2021-01-27 01:28:21,94.6,2020-11-08 05:36:57,6.0,FINISHED,14.0,5fa8d542b055fd1dfdf09517
506,60118bd30a720f0535000062,5.0,All-receipts receipt bonus,2021-01-27 15:50:43,2021-01-27 15:50:43,2021-01-27 15:50:56,2021-01-27 15:51:00,2021-01-27 15:50:49,1005.0,2021-01-26 15:50:43,2.0,FINISHED,11.0,54943462e4b07e684157a532
507,6011f3390a720f05350000af,5.0,All-receipts receipt bonus,2021-01-27 23:11:53,2021-01-27 23:11:53,2021-01-27 23:11:54,2021-01-27 23:11:59,2021-01-27 23:11:54,5.0,2021-01-27 00:00:00,1.0,FINISHED,29.0,6011f33173c60b1804ce1102
508,6010be1c0a720f0535000057,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 01:13:00,2021-01-27 01:13:00,Null,2021-01-27 01:13:03,2021-01-27 01:13:03,810.0,2021-01-26 01:13:00,5.0,FLAGGED,13.0,6010be1c73c60b1204904079
509,60118c340a720f0535000073,5.0,All-receipts receipt bonus,2021-01-27 15:52:20,2021-01-27 15:52:20,2021-01-27 15:52:21,2021-01-27 15:52:21,2021-01-27 15:52:21,5.0,2021-01-27 15:52:20,1.0,FINISHED,2.23,60118bcfa4b74c18d3a8c0d7
510,60118be80a7214ada2000075,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 15:51:04,2021-01-27 15:51:04,Null,2021-01-27 15:51:05,Null,250.0,2021-01-26 15:51:04,1.0,FLAGGED,1.0,60118bcfa4b74c18d3a8c0d7
511,6010be460a7214ada2000066,Null,Null,2021-01-27 01:13:42,2021-01-27 01:13:42,Null,2021-01-27 01:13:53,Null,Null,2017-10-30 00:00:00,3.0,REJECTED,3.0,6010bddaa4b74c120bd19dfb
512,6011f33a0a7214ada200010b,5.0,All-receipts receipt bonus,2021-01-27 23:11:54,2021-01-27 23:11:54,2021-01-27 23:11:55,2021-01-27 23:12:00,2021-01-27 23:11:55,5.0,2021-01-27 00:00:00,1.0,FINISHED,20.0,6011f33173c60b1804ce1102
513,60118be20a7214ada2000074,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 15:50:58,2021-01-27 15:50:58,2021-01-27 15:51:00,2021-01-27 15:51:06,2021-01-27 15:51:00,760.0,2021-01-26 15:50:58,1.0,FINISHED,1.0,60118bcfa4b74c18d3a8c0d7
514,6011f3360a7214ada2000109,5.0,All-receipts receipt bonus,2021-01-27 23:11:50,2021-01-27 23:11:50,2021-01-27 23:11:51,2021-01-27 23:11:56,2021-01-27 23:11:51,5.0,2021-01-27 00:00:00,5.0,FINISHED,21.0,6011f33173c60b1804ce1102
515,60118c0a0a720f0535000067,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 15:51:38,2021-01-27 15:51:38,2021-01-27 15:51:38,2021-01-27 15:51:44,2021-01-27 15:51:38,1850.0,2021-01-27 00:00:00,6.0,FINISHED,28.0,60118c09a4b74c18d3a8c12e
516,60118bf90a7214ada2000079,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 15:51:21,2021-01-27 15:51:21,2021-01-27 15:51:22,2021-01-27 15:51:22,2021-01-27 15:51:22,150.0,2021-01-20 00:00:00,1.0,FINISHED,10.0,60118bcfa4b74c18d3a8c0d7
517,5fa8d5730a7214adc30001c3,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-11-09 05:36:51,2020-11-09 05:36:51,Null,2021-01-27 01:13:20,2020-11-09 05:36:52,750.0,2020-11-08 05:36:51,11.0,REJECTED,1.0,5fa8d573770b516dda4f4d21
518,6010be6a0a720f053500005c,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-27 01:14:18,2021-01-27 01:14:18,2021-01-27 01:14:18,2021-01-27 01:14:23,2021-01-27 01:14:18,150.0,2021-01-27 00:00:00,4.0,FINISHED,22.0,6010be6673c60b12049040ef
519,6012e64e0a720f05f8000031,Null,Null,2021-01-28 16:29:02,2021-01-28 16:29:02,2021-01-28 16:29:03,2021-01-28 16:29:03,2021-01-28 16:29:03,840.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
520,6012e66c0a720f05f800004d,Null,Null,2021-01-28 16:29:32,2021-01-28 16:29:32,2021-01-28 16:29:33,2021-01-28 16:29:33,2021-01-28 16:29:33,840.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
521,6012e65b0a720f05f800003d,Null,Null,2021-01-28 16:29:15,2021-01-28 16:29:15,2021-01-28 16:29:16,2021-01-28 16:29:16,2021-01-28 16:29:16,840.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
522,6013410c0a7214ad5000002a,Null,Null,2021-01-28 22:56:12,2021-01-28 22:56:12,2021-01-28 22:56:12,2021-01-28 22:56:12,2021-01-28 22:56:12,840.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
523,601340ff0a7214ad50000024,Null,Null,2021-01-28 22:55:59,2021-01-28 22:55:59,2021-01-28 22:56:00,2021-01-28 22:56:00,2021-01-28 22:56:00,840.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
524,6012ea2d0a720f05f8000068,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-28 16:45:33,2021-01-28 16:45:33,2021-01-28 16:45:40,2021-01-28 16:45:41,2021-01-28 16:45:40,1049.8,2021-01-28 00:00:00,2.0,FINISHED,29.98,6012e1e6a4b74c3cbc516088
525,60132b1f0a7214ad5000000c,5.0,All-receipts receipt bonus,2021-01-28 21:22:39,2021-01-28 21:22:39,2021-01-28 21:22:40,2021-01-28 21:22:40,2021-01-28 21:22:40,5.0,2021-01-27 21:22:39,1.0,FINISHED,1.0,60132acb73c60b3ca7f3ba32
526,60132ae40a7214ad50000007,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-28 21:21:40,2021-01-28 21:21:40,2021-01-28 21:21:41,2021-01-28 21:21:41,2021-01-28 21:21:40,250.0,2021-01-21 00:00:00,1.0,FINISHED,10.0,60132acb73c60b3ca7f3ba32
527,60132aef0a720f05f800006d,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-28 21:21:51,2021-01-28 21:21:51,2021-01-28 21:21:52,2021-01-28 21:21:52,2021-01-28 21:21:52,300.0,2021-01-21 00:00:00,1.0,FINISHED,10.0,60132acb73c60b3ca7f3ba32
528,601341150a7214ad5000002e,Null,Null,2021-01-28 22:56:21,2021-01-28 22:56:21,2021-01-28 22:56:21,2021-01-28 22:56:21,2021-01-28 22:56:21,840.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
529,6012e6380a720f05f800001c,Null,Null,2021-01-28 16:28:40,2021-01-28 16:28:40,2021-01-28 16:28:40,2021-01-28 16:28:40,2021-01-28 16:28:40,840.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
530,6012e62d0a720f05f8000012,Null,Null,2021-01-28 16:28:29,2021-01-28 16:28:29,2021-01-28 16:28:30,2021-01-28 16:28:30,2021-01-28 16:28:30,840.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
531,601341040a7214ad50000026,Null,Null,2021-01-28 22:56:04,2021-01-28 22:56:04,2021-01-28 22:56:04,2021-01-28 22:56:04,2021-01-28 22:56:04,840.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
532,6012e64f0a720f05f8000032,Null,Null,2021-01-28 16:29:03,2021-01-28 16:29:03,2021-01-28 16:29:04,2021-01-28 16:29:04,2021-01-28 16:29:04,840.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
533,601340fc0a720f05f8000089,Null,Null,2021-01-28 22:55:56,2021-01-28 22:55:56,2021-01-28 22:55:56,2021-01-28 22:55:56,2021-01-28 22:55:56,840.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
534,60132b740a7214ad50000012,5.0,All-receipts receipt bonus,2021-01-28 21:24:04,2021-01-28 21:24:04,2021-01-28 21:24:11,2021-01-28 21:24:11,2021-01-28 21:24:05,5.0,2021-01-27 21:24:03,2.0,FINISHED,1.0,60132acb73c60b3ca7f3ba32
535,6012e6430a720f05f8000026,Null,Null,2021-01-28 16:28:51,2021-01-28 16:28:51,2021-01-28 16:28:51,2021-01-28 16:28:51,2021-01-28 16:28:51,840.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
536,60132b860a720f05f8000075,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-28 21:24:22,2021-01-28 21:24:22,2021-01-28 21:24:23,2021-01-28 21:24:27,2021-01-28 21:24:23,850.0,2021-01-28 00:00:00,1.0,FINISHED,24.0,60132b85a4b74c3cbc516295
537,601341160a720f05f8000095,Null,Null,2021-01-28 22:56:22,2021-01-28 22:56:22,2021-01-28 22:56:22,2021-01-28 22:56:22,2021-01-28 22:56:22,840.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
538,6012e6750a720f05f8000055,Null,Null,2021-01-28 16:29:41,2021-01-28 16:29:41,2021-01-28 16:29:42,2021-01-28 16:29:42,2021-01-28 16:29:42,840.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
539,6012e6620a720f05f8000043,Null,Null,2021-01-28 16:29:22,2021-01-28 16:29:22,2021-01-28 16:29:22,2021-01-28 16:29:22,2021-01-28 16:29:22,840.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
540,6012e6840a720f05f8000063,Null,Null,2021-01-28 16:29:56,2021-01-28 16:29:56,2021-01-28 16:29:56,2021-01-28 16:29:56,2021-01-28 16:29:56,840.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
541,6012e6210a720f05f8000007,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-28 16:28:17,2021-01-28 16:28:17,2021-01-28 16:28:18,2021-01-28 16:28:18,2021-01-28 16:28:18,940.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
542,6012e6710a720f05f8000051,Null,Null,2021-01-28 16:29:37,2021-01-28 16:29:37,2021-01-28 16:29:37,2021-01-28 16:29:37,2021-01-28 16:29:37,840.0,2021-01-28 00:00:00,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e
543,600f2fc80a720f0535000030,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-25 20:53:28,2021-01-25 20:53:28,2021-01-25 22:04:23,2021-01-28 22:37:02,2021-01-25 22:04:23,4944.7,2021-01-24 00:00:00,689.0,FINISHED,4566.17,600f29a64329897eac239049
